file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes
1CC276E9,0,,,,,record0:segment0:timing0-0,,敵部隊を無力化してくれ,ヘリを破壊しなくても 敵部隊を無力化すれば勝てる,,,,NOT_CHECKED,33,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1CC276E9,1,,,,,record1:segment0:timing0-0,敵部隊を無力化してくれ,ヘリを破壊しなくても 敵部隊を無力化すれば勝てる,戦車部隊を無力化してくれ！\nあんたならできる！,,,,NOT_CHECKED,70,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1CC276E9,2,,,,,record2:segment0:timing0-0,ヘリを破壊しなくても 敵部隊を無力化すれば勝てる,戦車部隊を無力化してくれ！\nあんたならできる！,戦車を破壊しなくても 敵部隊を無力化すればいい,,,,NOT_CHECKED,68,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1CC276E9,3,,,,,record3:segment0:timing0-0,戦車部隊を無力化してくれ！\nあんたならできる！,戦車を破壊しなくても 敵部隊を無力化すればいい,なんとかして装甲車を無力化するんだ！,,,,NOT_CHECKED,67,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1CC276E9,4,,,,,record4:segment0:timing0-0,戦車を破壊しなくても 敵部隊を無力化すればいい,なんとかして装甲車を無力化するんだ！,装甲車を破壊しなくても 敵部隊を無力化すれば済む,,,,NOT_CHECKED,54,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1CC276E9,5,,,,,record5:segment0:timing0-0,なんとかして装甲車を無力化するんだ！,装甲車を破壊しなくても 敵部隊を無力化すれば済む,ヘリ部隊を排除してくれ スネーク！,,,,NOT_CHECKED,70,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1CC276E9,6,,,,,record6:segment0:timing0-0,装甲車を破壊しなくても 敵部隊を無力化すれば済む,ヘリ部隊を排除してくれ スネーク！,まずはそのヘリをどうにかしてくれ！,,,,NOT_CHECKED,49,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1CC276E9,7,,,,,record7:segment0:timing0-0,ヘリ部隊を排除してくれ スネーク！,まずはそのヘリをどうにかしてくれ！,ヘリを叩き落としてしまえ！,,,,NOT_CHECKED,51,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1CC276E9,8,,,,,record8:segment0:timing0-0,まずはそのヘリをどうにかしてくれ！,ヘリを叩き落としてしまえ！,重装備の兵士が随伴している！\n注意してくれ,,,,NOT_CHECKED,39,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1CC276E9,9,,,,,record9:segment0:timing0-0,ヘリを叩き落としてしまえ！,重装備の兵士が随伴している！\n注意してくれ,敵は気づいていない チャンスだ,,,,NOT_CHECKED,62,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1CC276E9,10,,,,,record10:segment0:timing0-0,重装備の兵士が随伴している！\n注意してくれ,敵は気づいていない チャンスだ,見つかる前に先制するんだ！,,,,NOT_CHECKED,43,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
