file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes
1C79F42D,0,,,,,record0:segment0:timing0-0,,美味そうじゃないか！,ははは 料理は下手だな,,,,NOT_CHECKED,30,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C79F42D,1,,,,,record1:segment0:timing0-0,美味そうじゃないか！,ははは 料理は下手だな,何を期待しているんだ？\nあんたはハンターじゃないぞ,,,,NOT_CHECKED,31,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C79F42D,2,,,,,record2:segment0:timing0-0,ははは 料理は下手だな,何を期待しているんだ？\nあんたはハンターじゃないぞ,うわっ,,,,NOT_CHECKED,74,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C79F42D,3,,,,,record3:segment0:timing19-52,何を期待しているんだ？\nあんたはハンターじゃないぞ,うわっ,"なんだあの<R= 怪物 ,モンスター>は！？",,,,NOT_CHECKED,9,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C79F42D,4,,,,,record3:segment1:timing0-0,うわっ,"なんだあの<R= 怪物 ,モンスター>は！？",やめてくれ おい…現実とは思えん…,"<R= 怪物 ,モンスター>",,,NOT_CHECKED,52,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C79F42D,5,,,,,record4:segment0:timing0-0,"なんだあの<R= 怪物 ,モンスター>は！？",やめてくれ おい…現実とは思えん…,おい 冗談だろ！？\nあいつはなんだ！？,,,,NOT_CHECKED,49,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C79F42D,6,,,,,record5:segment0:timing0-0,やめてくれ おい…現実とは思えん…,おい 冗談だろ！？\nあいつはなんだ！？,いたぞ…,,,,NOT_CHECKED,54,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C79F42D,7,,,,,record6:segment0:timing31-92,おい 冗談だろ！？\nあいつはなんだ！？,いたぞ…,"よし <R= 怪 物 狩 り ,モンスターハント>といこうじゃないか",,,,NOT_CHECKED,12,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C79F42D,8,,,,,record6:segment1:timing0-0,いたぞ…,"よし <R= 怪 物 狩 り ,モンスターハント>といこうじゃないか","気をつけろスネーク 相手は<R= 怪物 ,モンスター>だ！","<R= 怪 物 狩 り ,モンスターハント>",,,NOT_CHECKED,80,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C79F42D,9,,,,,record7:segment0:timing0-0,"よし <R= 怪 物 狩 り ,モンスターハント>といこうじゃないか","気をつけろスネーク 相手は<R= 怪物 ,モンスター>だ！",見ろよ！\nイカスぜ！,"<R= 怪物 ,モンスター>",,,NOT_CHECKED,71,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C79F42D,10,,,,,record8:segment0:timing0-0,"気をつけろスネーク 相手は<R= 怪物 ,モンスター>だ！",見ろよ！\nイカスぜ！,これがティガレックス…,,,,NOT_CHECKED,29,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C79F42D,11,,,,,record9:segment0:timing0-0,見ろよ！\nイカスぜ！,これがティガレックス…,リ リオレウス！,,,,NOT_CHECKED,33,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C79F42D,12,,,,,record10:segment0:timing0-0,これがティガレックス…,リ リオレウス！,マザーベースを守るんだ！　\nギアレックスを鎮圧してくれ！,,,,NOT_CHECKED,22,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C79F42D,13,,,,,record11:segment0:timing0-0,リ リオレウス！,マザーベースを守るんだ！　\nギアレックスを鎮圧してくれ！,咆吼をまともに聞いたら動けなくなるよ！,,,,NOT_CHECKED,83,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C79F42D,14,,,,,record12:segment0:timing0-0,マザーベースを守るんだ！　\nギアレックスを鎮圧してくれ！,咆吼をまともに聞いたら動けなくなるよ！,耳栓みたいなものがあれば 咆吼を防げるんだけど…,,,,NOT_CHECKED,57,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C79F42D,15,,,,,record13:segment0:timing0-0,咆吼をまともに聞いたら動けなくなるよ！,耳栓みたいなものがあれば 咆吼を防げるんだけど…,良く見て！　突進攻撃は予兆があるよ！,,,,NOT_CHECKED,70,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C79F42D,16,,,,,record14:segment0:timing0-0,耳栓みたいなものがあれば 咆吼を防げるんだけど…,良く見て！　突進攻撃は予兆があるよ！,俺も見たいなぁ ティガレックス…,,,,NOT_CHECKED,54,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C79F42D,17,,,,,record15:segment0:timing0-0,良く見て！　突進攻撃は予兆があるよ！,俺も見たいなぁ ティガレックス…,そいつは怒ると頭や腕が赤くなるらしい,,,,NOT_CHECKED,46,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
