file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes
1C7B72ED,0,,,,,record0:segment0:timing0-0,,橋を渡って 北へ向かうんだ,輸送ルートが見える,,,,NOT_CHECKED,37,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7B72ED,1,,,,,record1:segment0:timing42-101,橋を渡って 北へ向かうんだ,輸送ルートが見える,"<R=列車車庫,ターミナル>で見たトラックは 行ってしまったようだ",,,,NOT_CHECKED,27,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7B72ED,2,,,,,record1:segment1:timing0-0,輸送ルートが見える,"<R=列車車庫,ターミナル>で見たトラックは 行ってしまったようだ",対岸を見てくれ,"<R=列車車庫,ターミナル>",,,NOT_CHECKED,87,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7B72ED,3,,,,,record2:segment0:timing33-92,"<R=列車車庫,ターミナル>で見たトラックは 行ってしまったようだ",対岸を見てくれ,"<R=列車車庫,ターミナル>から延びた トラックの輸送ルートだ",,,,NOT_CHECKED,21,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7B72ED,4,,,,,record2:segment1:timing0-0,対岸を見てくれ,"<R=列車車庫,ターミナル>から延びた トラックの輸送ルートだ",導水管の足場を渡れるはずだ,"<R=列車車庫,ターミナル>",,,NOT_CHECKED,81,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7B72ED,5,,,,,record3:segment0:timing0-0,"<R=列車車庫,ターミナル>から延びた トラックの輸送ルートだ",導水管の足場を渡れるはずだ,足場は上下二重構造になってるんだ,,,,NOT_CHECKED,39,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7B72ED,6,,,,,record4:segment0:timing0-0,導水管の足場を渡れるはずだ,足場は上下二重構造になってるんだ,上の足場は少し壊れてるけど 下側は大丈夫だよ,,,,NOT_CHECKED,48,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7B72ED,7,,,,,record5:segment0:timing0-0,足場は上下二重構造になってるんだ,上の足場は少し壊れてるけど 下側は大丈夫だよ,二人でなら上に登れると思うんだけど,,,,NOT_CHECKED,64,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7B72ED,8,,,,,record6:segment0:timing0-0,上の足場は少し壊れてるけど 下側は大丈夫だよ,二人でなら上に登れると思うんだけど,"吊り橋から<R=ぶら下がれば,エルード>\n敵をやり過ごせるかもしれん",,,,NOT_CHECKED,51,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7B72ED,9,,,,,record7:segment0:timing0-0,二人でなら上に登れると思うんだけど,"吊り橋から<R=ぶら下がれば,エルード>\n敵をやり過ごせるかもしれん",エルードするには\n橋の手すりの近くで<I=ACT>を押すんだ,"<R=ぶら下がれば,エルード>",,,NOT_CHECKED,91,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
