file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes
BRIEFING_FILES_BLOCK_035660,0,stream=0x35000;block=0x660;text=0,"[""stream=0x35000;block=0x660;text=0""]",1,BRIEFING FILES,"[""stream=0x35000;block=0x660;block_file=0x35660;text_base=0x356B0;capacity=1076""]",,"<R=祖国,ニカラグア>の土地は、あたし達のものであって、あたし達のもの
ではないの。
","どういう事だ。
","[""<R=祖国,ニカラグア>""]","<R=祖国,NICARAGUA>的土地属于我们，却又不属于我们。","<R=祖国,NICARAGUA>",MATCH,118,68,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES; review_flag=RUBY_READING_ROMANIZED
BRIEFING_FILES_BLOCK_035660,1,stream=0x35000;block=0x660;text=1,"[""stream=0x35000;block=0x660;text=1""]",1,BRIEFING FILES,"[""stream=0x35000;block=0x660;block_file=0x35660;text_base=0x356B0;capacity=1076""]","<R=祖国,ニカラグア>の土地は、あたし達のものであって、あたし達のもの
ではないの。
","どういう事だ。
","海沿いはバナナ園だらけ。山側はコーヒー畑ばかり。まあ、
<R=この辺,コスタリカ>もあまり変わらないけどね。
",[],什么意思？,,MATCH,22,15,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_035660,2,stream=0x35000;block=0x660;text=2,"[""stream=0x35000;block=0x660;text=2""]",1,BRIEFING FILES,"[""stream=0x35000;block=0x660;block_file=0x35660;text_base=0x356B0;capacity=1076""]","どういう事だ。
","海沿いはバナナ園だらけ。山側はコーヒー畑ばかり。まあ、
<R=この辺,コスタリカ>もあまり変わらないけどね。
","プランテーションだな。
","[""<R=この辺,コスタリカ>""]","沿海全是香蕉园，山里尽是咖啡田。不过，<R=这一带,COSTA RICA>也差不多。","<R=这一带,COSTA RICA>",MATCH,151,96,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES; review_flag=RUBY_READING_ROMANIZED
BRIEFING_FILES_BLOCK_035660,3,stream=0x35000;block=0x660;text=3,"[""stream=0x35000;block=0x660;text=3""]",1,BRIEFING FILES,"[""stream=0x35000;block=0x660;block_file=0x35660;text_base=0x356B0;capacity=1076""]","海沿いはバナナ園だらけ。山側はコーヒー畑ばかり。まあ、
<R=この辺,コスタリカ>もあまり変わらないけどね。
","プランテーションだな。
","採れたバナナやコーヒーのほとんどは、輸出に回される。
代金は地主が独占して、農民にはわずかなお金しか残らな
い。
",[],种植园啊。,,MATCH,34,15,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_035660,4,stream=0x35000;block=0x660;text=4,"[""stream=0x35000;block=0x660;text=4""]",1,BRIEFING FILES,"[""stream=0x35000;block=0x660;block_file=0x35660;text_base=0x356B0;capacity=1076""]","プランテーションだな。
","採れたバナナやコーヒーのほとんどは、輸出に回される。
代金は地主が独占して、農民にはわずかなお金しか残らな
い。
","しかも、一番の大地主は<R=蛙,ソモサ>一族ときてる。
",[],"收获的香蕉和咖啡几乎都拿去出口。
钱全被地主独吞，农民最后只剩一点点。",,MATCH,165,103,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_035660,5,stream=0x35000;block=0x660;text=5,"[""stream=0x35000;block=0x660;text=5""]",1,BRIEFING FILES,"[""stream=0x35000;block=0x660;block_file=0x35660;text_base=0x356B0;capacity=1076""]","採れたバナナやコーヒーのほとんどは、輸出に回される。
代金は地主が独占して、農民にはわずかなお金しか残らな
い。
","しかも、一番の大地主は<R=蛙,ソモサ>一族ときてる。
","だが、外貨は稼げる。
","[""<R=蛙,ソモサ>""]","而且最大的地主，偏偏还是<R=蛤蟆,SOMOZA>一家。","<R=蛤蟆,SOMOZA>",MATCH,72,62,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES; review_flag=RUBY_READING_ROMANIZED
BRIEFING_FILES_BLOCK_035660,6,stream=0x35000;block=0x660;text=6,"[""stream=0x35000;block=0x660;text=6""]",1,BRIEFING FILES,"[""stream=0x35000;block=0x660;block_file=0x35660;text_base=0x356B0;capacity=1076""]","しかも、一番の大地主は<R=蛙,ソモサ>一族ときてる。
","だが、外貨は稼げる。
","バナナの場合は、それすら怪しい。バナナ園を持ってるの
が、アメリカの会社だからね。
",[],但至少能赚外汇。,,MATCH,31,24,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_035660,7,stream=0x35000;block=0x660;text=7,"[""stream=0x35000;block=0x660;text=7""]",1,BRIEFING FILES,"[""stream=0x35000;block=0x660;block_file=0x35660;text_base=0x356B0;capacity=1076""]","だが、外貨は稼げる。
","バナナの場合は、それすら怪しい。バナナ園を持ってるの
が、アメリカの会社だからね。
","園内の工場でバナナを加工して、そのまま専用の港からア
メリカへ輸出…。
",[],香蕉的话，连这点都很可疑。因为香蕉园本来就是美国公司的。,,MATCH,122,84,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_035660,8,stream=0x35000;block=0x660;text=8,"[""stream=0x35000;block=0x660;text=8""]",1,BRIEFING FILES,"[""stream=0x35000;block=0x660;block_file=0x35660;text_base=0x356B0;capacity=1076""]","バナナの場合は、それすら怪しい。バナナ園を持ってるの
が、アメリカの会社だからね。
","園内の工場でバナナを加工して、そのまま専用の港からア
メリカへ輸出…。
","海沿いにアメリカの飛び地があるみたいなものよ。
",[],香蕉在园内工厂加工，再从专用港口直接出口到美国……。,,MATCH,104,78,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_035660,9,stream=0x35000;block=0x660;text=9,"[""stream=0x35000;block=0x660;text=9""]",1,BRIEFING FILES,"[""stream=0x35000;block=0x660;block_file=0x35660;text_base=0x356B0;capacity=1076""]","園内の工場でバナナを加工して、そのまま専用の港からア
メリカへ輸出…。
","海沿いにアメリカの飛び地があるみたいなものよ。
","だが、農民はそこへ働きに行くしかない…。
",[],简直就像美国在沿海划出了一块飞地。,,MATCH,70,51,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
