file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes
BRIEFING_FILES_BLOCK_088F20,0,stream=0x88000;block=0xF20;text=0,"[""stream=0x88000;block=0xF20;text=0""]",1,BRIEFING FILES,"[""stream=0x88000;block=0xF20;block_file=0x88F20;text_base=0x89058;capacity=3992""]",,"私は彼女から全てを聞いた。
","なぜ私に打ち明けるのか？
",[],她把一切都告诉了我。,,MATCH,40,30,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_088F20,1,stream=0x88000;block=0xF20;text=1,"[""stream=0x88000;block=0xF20;text=1""]",1,BRIEFING FILES,"[""stream=0x88000;block=0xF20;block_file=0x88F20;text_base=0x89058;capacity=3992""]","私は彼女から全てを聞いた。
","なぜ私に打ち明けるのか？
","その時はわからなかった。
",[],为什么要向我坦白？,,MATCH,37,27,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_088F20,2,stream=0x88000;block=0xF20;text=2,"[""stream=0x88000;block=0xF20;text=2""]",1,BRIEFING FILES,"[""stream=0x88000;block=0xF20;block_file=0x88F20;text_base=0x89058;capacity=3992""]","なぜ私に打ち明けるのか？
","その時はわからなかった。
","でも、いまならわかる。
",[],当时，我并不明白。,,MATCH,37,27,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_088F20,3,stream=0x88000;block=0xF20;text=3,"[""stream=0x88000;block=0xF20;text=3""]",1,BRIEFING FILES,"[""stream=0x88000;block=0xF20;block_file=0x88F20;text_base=0x89058;capacity=3992""]","その時はわからなかった。
","でも、いまならわかる。
","スネーク？　彼女はあなたに伝えたかったのよ。
",[],但现在，我明白了。,,MATCH,34,27,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_088F20,4,stream=0x88000;block=0xF20;text=4,"[""stream=0x88000;block=0xF20;text=4""]",1,BRIEFING FILES,"[""stream=0x88000;block=0xF20;block_file=0x88F20;text_base=0x89058;capacity=3992""]","でも、いまならわかる。
","スネーク？　彼女はあなたに伝えたかったのよ。
","あなたに伝えるために私が選ばれた。
",[],Snake，她是想把这一切告诉你。,,MATCH,67,41,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_088F20,5,stream=0x88000;block=0xF20;text=5,"[""stream=0x88000;block=0xF20;text=5""]",1,BRIEFING FILES,"[""stream=0x88000;block=0xF20;block_file=0x88F20;text_base=0x89058;capacity=3992""]","スネーク？　彼女はあなたに伝えたかったのよ。
","あなたに伝えるために私が選ばれた。
","だから私は助けられた。
",[],为了把真相传达给你，她选择了我。,,MATCH,52,48,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_088F20,6,stream=0x88000;block=0xF20;text=6,"[""stream=0x88000;block=0xF20;text=6""]",1,BRIEFING FILES,"[""stream=0x88000;block=0xF20;block_file=0x88F20;text_base=0x89058;capacity=3992""]","あなたに伝えるために私が選ばれた。
","だから私は助けられた。
","あなたには多くの嘘をついた。でも、これは違う。
",[],所以，她才救了我。,,MATCH,34,27,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_088F20,7,stream=0x88000;block=0xF20;text=7,"[""stream=0x88000;block=0xF20;text=7""]",1,BRIEFING FILES,"[""stream=0x88000;block=0xF20;block_file=0x88F20;text_base=0x89058;capacity=3992""]","だから私は助けられた。
","あなたには多くの嘘をついた。でも、これは違う。
","私が政府から指示された任務は『遺産』の入手と……。
",[],我对你撒过很多谎。但这一次不是。,,MATCH,70,48,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_088F20,8,stream=0x88000;block=0xF20;text=8,"[""stream=0x88000;block=0xF20;text=8""]",1,BRIEFING FILES,"[""stream=0x88000;block=0xF20;block_file=0x88F20;text_base=0x89058;capacity=3992""]","あなたには多くの嘘をついた。でも、これは違う。
","私が政府から指示された任務は『遺産』の入手と……。
","真相を知っている者を全て始末する事。
",[],政府交给我的任务，是取得“遗产”……。,,MATCH,76,57,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_088F20,9,stream=0x88000;block=0xF20;text=9,"[""stream=0x88000;block=0xF20;text=9""]",1,BRIEFING FILES,"[""stream=0x88000;block=0xF20;block_file=0x88F20;text_base=0x89058;capacity=3992""]","私が政府から指示された任務は『遺産』の入手と……。
","真相を知っている者を全て始末する事。
","つまり、あなたをも殺さなければならない。
",[],以及除掉所有知道真相的人。,,MATCH,55,39,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_088F20,10,stream=0x88000;block=0xF20;text=10,"[""stream=0x88000;block=0xF20;text=10""]",1,BRIEFING FILES,"[""stream=0x88000;block=0xF20;block_file=0x88F20;text_base=0x89058;capacity=3992""]","真相を知っている者を全て始末する事。
","つまり、あなたをも殺さなければならない。
","でも、それは出来ない。
",[],也就是说，我连你也必须杀掉。,,MATCH,61,42,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_088F20,11,stream=0x88000;block=0xF20;text=11,"[""stream=0x88000;block=0xF20;text=11""]",1,BRIEFING FILES,"[""stream=0x88000;block=0xF20;block_file=0x88F20;text_base=0x89058;capacity=3992""]","つまり、あなたをも殺さなければならない。
","でも、それは出来ない。
","あなたと愛し合ったからじゃない。
",[],可是，我做不到。,,MATCH,34,24,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_088F20,12,stream=0x88000;block=0xF20;text=12,"[""stream=0x88000;block=0xF20;text=12""]",1,BRIEFING FILES,"[""stream=0x88000;block=0xF20;block_file=0x88F20;text_base=0x89058;capacity=3992""]","でも、それは出来ない。
","あなたと愛し合ったからじゃない。
","あなたに命を救われたからでもない。
",[],不是因为我曾与你相爱。,,MATCH,49,33,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_088F20,13,stream=0x88000;block=0xF20;text=13,"[""stream=0x88000;block=0xF20;text=13""]",1,BRIEFING FILES,"[""stream=0x88000;block=0xF20;block_file=0x88F20;text_base=0x89058;capacity=3992""]","あなたと愛し合ったからじゃない。
","あなたに命を救われたからでもない。
","あの人との約束を守るため。
",[],也不是因为你救过我的命。,,MATCH,52,36,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
BRIEFING_FILES_BLOCK_088F20,14,stream=0x88000;block=0xF20;text=14,"[""stream=0x88000;block=0xF20;text=14""]",1,BRIEFING FILES,"[""stream=0x88000;block=0xF20;block_file=0x88F20;text_base=0x89058;capacity=3992""]","あなたに命を救われたからでもない。
","あの人との約束を守るため。
","ザ・ボスとの約束。
",[],而是为了履行我和她的约定。,,MATCH,40,39,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES
