file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes,mlg_cn_reference,mlg_cn_reference_variants,eng_reference,eng_reference_variants,reference_status,reference_method,reference_reason
BRIEFING_FILES_BLOCK_062D50,0,stream=0x62000;block=0xD50;text=0,"[""stream=0x62000;block=0xD50;text=0""]",1,BRIEFING FILES,"[""stream=0x62000;block=0xD50;block_file=0x62D50;text_base=0x62E08;capacity=2268""]",,"スネーク。
","なんだ。酔っ払っているのか。
",[],,,NOT_CHECKED,16,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES,你好！Snake，亲爱的。,"[""你好！Snake，亲爱的。""]","Hello! Snake, mon chéri.
","[""Hello! Snake, mon chéri.\n""]",AUX_REFERENCE_CONTEXT_ALIGNED,FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP,JPN is authoritative; auxiliary alignment=FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP; shape=1:1; JPN blocks=0x62D50; ENG blocks=0xF0320; ENG source rows=0xF0320#0; block_semantic_score=0.065670.
BRIEFING_FILES_BLOCK_062D50,1,stream=0x62000;block=0xD50;text=1,"[""stream=0x62000;block=0xD50;text=1""]",1,BRIEFING FILES,"[""stream=0x62000;block=0xD50;block_file=0x62D50;text_base=0x62E08;capacity=2268""]","スネーク。
","なんだ。酔っ払っているのか。
","あの人、どうにかして。
",[],,,NOT_CHECKED,43,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES,你喝酒了吗，Cécile？,"[""你喝酒了吗，Cécile？""]","You been drinking, Cécile?
","[""You been drinking, Cécile?\n""]",AUX_REFERENCE_CONTEXT_ALIGNED,FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP,JPN is authoritative; auxiliary alignment=FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP; shape=1:1; JPN blocks=0x62D50; ENG blocks=0xF0320; ENG source rows=0xF0320#1; block_semantic_score=0.065670.
BRIEFING_FILES_BLOCK_062D50,2,stream=0x62000;block=0xD50;text=2,"[""stream=0x62000;block=0xD50;text=2""]",1,BRIEFING FILES,"[""stream=0x62000;block=0xD50;block_file=0x62D50;text_base=0x62E08;capacity=2268""]","なんだ。酔っ払っているのか。
","あの人、どうにかして。
","誰のことだ。
",[],,,NOT_CHECKED,34,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES,你能不能想个办法治治这个讨厌鬼？,"[""你能不能想个办法治治这个讨厌鬼？""]","Can't you please do something about this pest?
","[""Can't you please do something about this pest?\n""]",AUX_REFERENCE_CONTEXT_ALIGNED,FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP,JPN is authoritative; auxiliary alignment=FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP; shape=1:1; JPN blocks=0x62D50; ENG blocks=0xF0320; ENG source rows=0xF0320#2; block_semantic_score=0.065670.
BRIEFING_FILES_BLOCK_062D50,3,stream=0x62000;block=0xD50;text=3,"[""stream=0x62000;block=0xD50;text=3""]",1,BRIEFING FILES,"[""stream=0x62000;block=0xD50;block_file=0x62D50;text_base=0x62E08;capacity=2268""]","あの人、どうにかして。
","誰のことだ。
","ミラーさん。
",[],,,NOT_CHECKED,19,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES,谁？,"[""谁？""]","Who?
","[""Who?\n""]",AUX_REFERENCE_CONTEXT_ALIGNED,FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP,JPN is authoritative; auxiliary alignment=FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP; shape=1:1; JPN blocks=0x62D50; ENG blocks=0xF0320; ENG source rows=0xF0320#3; block_semantic_score=0.065670.
BRIEFING_FILES_BLOCK_062D50,4,stream=0x62000;block=0xD50;text=4,"[""stream=0x62000;block=0xD50;text=4""]",1,BRIEFING FILES,"[""stream=0x62000;block=0xD50;block_file=0x62D50;text_base=0x62E08;capacity=2268""]","誰のことだ。
","ミラーさん。
","カズがどうかしたか。
",[],,,NOT_CHECKED,19,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES,Miller先生。,"[""Miller先生。""]","Monsieur Miller.
","[""Monsieur Miller.\n""]",AUX_REFERENCE_CONTEXT_ALIGNED,FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP,JPN is authoritative; auxiliary alignment=FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP; shape=1:1; JPN blocks=0x62D50; ENG blocks=0xF0320; ENG source rows=0xF0320#4; block_semantic_score=0.065670.
BRIEFING_FILES_BLOCK_062D50,5,stream=0x62000;block=0xD50;text=5,"[""stream=0x62000;block=0xD50;text=5""]",1,BRIEFING FILES,"[""stream=0x62000;block=0xD50;block_file=0x62D50;text_base=0x62E08;capacity=2268""]","ミラーさん。
","カズがどうかしたか。
","ワインよ。
",[],,,NOT_CHECKED,31,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES,他又干了什么…,"[""他又干了什么…""]","What's he done now...
","[""What's he done now...\n""]",AUX_REFERENCE_CONTEXT_ALIGNED,FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP,JPN is authoritative; auxiliary alignment=FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP; shape=1:1; JPN blocks=0x62D50; ENG blocks=0xF0320; ENG source rows=0xF0320#5; block_semantic_score=0.065670.
BRIEFING_FILES_BLOCK_062D50,6,stream=0x62000;block=0xD50;text=6,"[""stream=0x62000;block=0xD50;text=6""]",1,BRIEFING FILES,"[""stream=0x62000;block=0xD50;block_file=0x62D50;text_base=0x62E08;capacity=2268""]","カズがどうかしたか。
","ワインよ。
","ワイン？
",[],,,NOT_CHECKED,16,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES,葡萄酒。,"[""葡萄酒。""]","Wine.
","[""Wine.\n""]",AUX_REFERENCE_CONTEXT_ALIGNED,FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP,JPN is authoritative; auxiliary alignment=FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP; shape=1:1; JPN blocks=0x62D50; ENG blocks=0xF0320; ENG source rows=0xF0320#6; block_semantic_score=0.065670.
BRIEFING_FILES_BLOCK_062D50,7,stream=0x62000;block=0xD50;text=7,"[""stream=0x62000;block=0xD50;text=7""]",1,BRIEFING FILES,"[""stream=0x62000;block=0xD50;block_file=0x62D50;text_base=0x62E08;capacity=2268""]","ワインよ。
","ワイン？
","ビールばっかりじゃ隊員達も飽きるだろうっていうから、
ワインはどう？　って勧めたの。
",[],,,NOT_CHECKED,13,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES,葡萄酒？,"[""葡萄酒？""]","Wine?
","[""Wine?\n""]",AUX_REFERENCE_CONTEXT_ALIGNED,FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP,JPN is authoritative; auxiliary alignment=FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP; shape=1:1; JPN blocks=0x62D50; ENG blocks=0xF0320; ENG source rows=0xF0320#7; block_semantic_score=0.065670.
BRIEFING_FILES_BLOCK_062D50,8,stream=0x62000;block=0xD50;text=8,"[""stream=0x62000;block=0xD50;text=8""]",1,BRIEFING FILES,"[""stream=0x62000;block=0xD50;block_file=0x62D50;text_base=0x62E08;capacity=2268""]","ワイン？
","ビールばっかりじゃ隊員達も飽きるだろうっていうから、
ワインはどう？　って勧めたの。
","ほう、いいじゃないか。
",[],,,NOT_CHECKED,125,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES,,[],,[],NO_RELIABLE_AUX_REFERENCE,UNMAPPED_JPN_ONLY_OR_LOW_CONFIDENCE,JPN is authoritative; no ENG/MLG-CN auxiliary reference passed the semantic/context alignment threshold.
BRIEFING_FILES_BLOCK_062D50,9,stream=0x62000;block=0xD50;text=9,"[""stream=0x62000;block=0xD50;text=9""]",1,BRIEFING FILES,"[""stream=0x62000;block=0xD50;block_file=0x62D50;text_base=0x62E08;capacity=2268""]","ビールばっかりじゃ隊員達も飽きるだろうっていうから、
ワインはどう？　って勧めたの。
","ほう、いいじゃないか。
","でもね、ここ2年ほどフランスのワインは不作だったの。
",[],,,NOT_CHECKED,34,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; ENG_CONTEXT_AUXILIARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=BRIEFING_NBE; source_objects=1; physical_jpn_row=YES,他说他觉得士兵们总喝啤酒会腻，,"[""他说他觉得士兵们总喝啤酒会腻，""]","He said he thought the soldiers might tire of
having beer all the time,
","[""He said he thought the soldiers might tire of\nhaving beer all the time,\n""]",AUX_REFERENCE_CONTEXT_ALIGNED,FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP,JPN is authoritative; auxiliary alignment=FILES_BRACKETED_LOCAL_CONTEXT_PLUS_ROW_DP; shape=1:1; JPN blocks=0x62D50; ENG blocks=0xF0320; ENG source rows=0xF0320#8; block_semantic_score=0.065670.
