file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes
1C7CF2ED,0,,,,,record0:segment0:timing56-94,,フェンスが壊れている場所があるな,あそこから侵入できないか？,,围栏有一处破损。,,MATCH,48,24,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7CF2ED,1,,,,,record0:segment1:timing0-0,フェンスが壊れている場所があるな,あそこから侵入できないか？,スネーク,,能不能从那里潜进去？,,MATCH,39,30,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7CF2ED,2,,,,,record1:segment0:timing26-85,あそこから侵入できないか？,スネーク,フェンスが壊れているところから侵入できそうだ,,Snake。,,MATCH,12,8,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7CF2ED,3,,,,,record1:segment1:timing0-0,スネーク,フェンスが壊れているところから侵入できそうだ,高い所に見張りがいるかもしれない\n気をつけて,,看起来能从围栏破损的地方潜进去。,,MATCH,66,48,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7CF2ED,4,,,,,record2:segment0:timing0-0,フェンスが壊れているところから侵入できそうだ,高い所に見張りがいるかもしれない\n気をつけて,見張りに気をつけて,,高处可能有警卫。\n小心。,,MATCH,65,35,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7CF2ED,5,,,,,record3:segment0:timing0-0,高い所に見張りがいるかもしれない\n気をつけて,見張りに気をつけて,ここから西へ向かえば 直接収容施設へ行けそうだ,,小心警卫。,,MATCH,27,15,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7CF2ED,6,,,,,record4:segment0:timing0-0,見張りに気をつけて,ここから西へ向かえば 直接収容施設へ行けそうだ,コーヒー工場を抜ければ 列車の車庫だ,,从这里往西走，应该能直接到收容设施。,,MATCH,67,54,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7CF2ED,7,,,,,record5:segment0:timing0-0,ここから西へ向かえば 直接収容施設へ行けそうだ,コーヒー工場を抜ければ 列車の車庫だ,"<R=列車車庫,ターミナル>へは\nコーヒー工場を通って行くしかない",,穿过咖啡工厂就是火车终点站。,,MATCH,52,42,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7CF2ED,8,,,,,record6:segment0:timing0-0,コーヒー工場を抜ければ 列車の車庫だ,"<R=列車車庫,ターミナル>へは\nコーヒー工場を通って行くしかない","そこにも<R=同志,コンパ>が捕まってるかも\n助けてあげて","<R=列車車庫,ターミナル>","要去<R=火车终点站,TERMINAL>，\n只能穿过咖啡工厂。","<R=火车终点站,TERMINAL>",MATCH,88,66,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7CF2ED,9,,,,,record7:segment0:timing0-0,"<R=列車車庫,ターミナル>へは\nコーヒー工場を通って行くしかない","そこにも<R=同志,コンパ>が捕まってるかも\n助けてあげて","お願いだ\n<R=同志,コンパ>を助けてくれ","<R=同志,コンパ>","那里可能也有<R=同志,COMPA>被抓了。\n救救他们。","<R=同志,COMPA>",MATCH,76,63,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
