file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes
1C7A73AD,0,,,,,record0:segment0:timing0-0,,管制塔へ行くには まず対岸に渡るしかなさそうだ,ここは整備用のドックらしいな\nゲートの先にある運河につながっているようだが…,,要去控制塔，看来得先渡到对岸。,,MATCH,67,45,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,1,,,,,record1:segment0:timing0-0,管制塔へ行くには まず対岸に渡るしかなさそうだ,ここは整備用のドックらしいな\nゲートの先にある運河につながっているようだが…,ゴミゴミしてて嫌な所…,,这里好像是维修用船坞。\n似乎通向闸门另一边的运河……,,MATCH,113,77,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,2,,,,,record2:segment0:timing0-0,ここは整備用のドックらしいな\nゲートの先にある運河につながっているようだが…,ゴミゴミしてて嫌な所…,設備の充実したドックだ\nAI兵器の整備基地にも使えそうだ,,乱糟糟的，真讨厌……,,MATCH,33,30,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,3,,,,,record3:segment0:timing0-0,ゴミゴミしてて嫌な所…,設備の充実したドックだ\nAI兵器の整備基地にも使えそうだ,"なんて大きなドック…\nこれを<R=ニカラグア人民,ニカ>のために使えたら…",,设备很齐全的船坞。\n看来也能用作AI兵器的维修基地。,,MATCH,79,73,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,4,,,,,record4:segment0:timing0-0,設備の充実したドックだ\nAI兵器の整備基地にも使えそうだ,"なんて大きなドック…\nこれを<R=ニカラグア人民,ニカ>のために使えたら…",すげえ場所だな\n森と違って迷っちまいそうだよ,"<R=ニカラグア人民,ニカ>","好大的船坞……\n要是能为<R=尼加拉瓜人民,NICA>所用……","<R=尼加拉瓜人民,NICA>",MATCH,100,74,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,5,,,,,record5:segment0:timing0-0,"なんて大きなドック…\nこれを<R=ニカラグア人民,ニカ>のために使えたら…",すげえ場所だな\n森と違って迷っちまいそうだよ,中央付近は警備が厳重だな\n別のルートを考えた方がいいか…,,真是个厉害的地方。\n不像森林，感觉会迷路。,,MATCH,65,62,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,6,,,,,record6:segment0:timing0-0,すげえ場所だな\n森と違って迷っちまいそうだよ,中央付近は警備が厳重だな\n別のルートを考えた方がいいか…,この先には行けそうもない…通信塔へ向かってくれ\n西だ,,中央附近戒备森严。\n最好考虑别的路线……,,MATCH,83,59,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,7,,,,,record7:segment0:timing0-0,中央付近は警備が厳重だな\n別のルートを考えた方がいいか…,この先には行けそうもない…通信塔へ向かってくれ\n西だ,スネーク ゲートから増援が来ている\n管制塔はその先だ,,前面似乎过不去了……去通信塔。\n在西边。,,MATCH,77,59,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,8,,,,,record8:segment0:timing0-0,この先には行けそうもない…通信塔へ向かってくれ\n西だ,スネーク ゲートから増援が来ている\n管制塔はその先だ,対岸の敵は手強そうだ\n慎重に進んでくれ 先は長いぞ,,Snake，援军正从闸门过来。\n控制塔就在前面。,,MATCH,75,61,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,9,,,,,record9:segment0:timing0-0,スネーク ゲートから増援が来ている\n管制塔はその先だ,対岸の敵は手強そうだ\n慎重に進んでくれ 先は長いぞ,通信塔を目指すんだ\n西へ向かってくれ,,对岸的敌人似乎很难对付。\n小心前进，路还长着呢。,,MATCH,72,71,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
