file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes
5D420130,0,0,0,1,,page76:tag3:entity0:key00000000:ref0:ord0,,ボス お願いします！,ありがとうございました ボス！,,,,NOT_CHECKED,28,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D420130,1,1,1,1,,page76:tag3:entity1:key00000000:ref1:ord0,ボス お願いします！,ありがとうございました ボス！,ボス！ ありがとうございました！,,,,NOT_CHECKED,43,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D420130,2,2,2,1,,page76:tag3:entity2:key00000000:ref2:ord0,ありがとうございました ボス！,ボス！ ありがとうございました！,行かないでください ボス！,,,,NOT_CHECKED,46,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D420130,3,3,3,1,,page76:tag3:entity3:key00000000:ref3:ord0,ボス！ ありがとうございました！,行かないでください ボス！,ボス！ 戻って下さい！,,,,NOT_CHECKED,37,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D420130,4,4,4,1,,page76:tag3:entity4:key00000000:ref4:ord0,行かないでください ボス！,ボス！ 戻って下さい！,お願いします ボス！,,,,NOT_CHECKED,31,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D420130,5,5,5,1,,page76:tag3:entity5:key00000000:ref5:ord0,ボス！ 戻って下さい！,お願いします ボス！,食べました…,,,,NOT_CHECKED,28,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D420130,6,6,6,1,,page76:tag3:entity7:key00000001:ref6:ord0,お願いします ボス！,食べました…,カンヅメを一人で全部…,,,,NOT_CHECKED,18,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D420130,7,7,7,1,,page76:tag3:entity6:key00000000:ref7:ord0,食べました…,カンヅメを一人で全部…,カノジョに会っています…,,,,NOT_CHECKED,33,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D420130,8,8,8,1,,page76:tag3:entity9:key00000001:ref8:ord0,カンヅメを一人で全部…,カノジョに会っています…,ときどき…,,,,NOT_CHECKED,36,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D420130,9,9,9,1,,page76:tag3:entity8:key00000000:ref9:ord0,カノジョに会っています…,ときどき…,眠れません…,,,,NOT_CHECKED,15,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D420130,10,10,10,1,,page76:tag3:entity11:key00000001:ref10:ord0,ときどき…,眠れません…,ボスのいびきで…,,,,NOT_CHECKED,18,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D420130,11,11,11,1,,page76:tag3:entity10:key00000000:ref11:ord0,眠れません…,ボスのいびきで…,寒い方が好きです…,,,,NOT_CHECKED,24,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D420130,12,12,12,1,,page76:tag3:entity13:key00000001:ref12:ord0,ボスのいびきで…,寒い方が好きです…,本当は…,,,,NOT_CHECKED,27,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D420130,13,13,13,1,,page76:tag3:entity12:key00000000:ref13:ord0,寒い方が好きです…,本当は…,…,,,,NOT_CHECKED,12,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D420130,14,14,14,1,,page76:tag3:entity16:key00000002:ref14:ord0,本当は…,…,本当は訓練より…,,,,NOT_CHECKED,3,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D420130,15,15,15,1,,page76:tag3:entity15:key00000001:ref15:ord0,…,本当は訓練より…,すいません…,,,,NOT_CHECKED,24,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D420130,16,16,16,1,,page76:tag3:entity14:key00000000:ref16:ord0,本当は訓練より…,すいません…,こんなことしてる場合じゃ…,,,,NOT_CHECKED,18,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
